temperature, rainfall, humidity, yeild1, yeild2, yeild3
80.00  ,  99.00  ,  84.00  ,  941.50  ,  941.50  ,  3423.00
85.00  ,  85.00  ,  51.00  ,  622.20  ,  622.20  ,  2839.00
81.00  ,  57.00  ,  74.00  ,  795.40  ,  795.40  ,  2749.00
38.00  ,  71.00  ,  34.00  ,  424.10  ,  424.10  ,  1855.00
23.00  ,  25.00  ,  40.00  ,  412.00  ,  412.00  ,  1161.00
85.00  ,  32.00  ,  39.00  ,  442.90  ,  442.90  ,  1982.00
95.00  ,  81.00  ,  91.00  ,  990.00  ,  990.00  ,  3467.00
46.00  ,  100.00  ,  79.00  ,  879.80  ,  879.80  ,  2958.00
98.00  ,  27.00  ,  90.00  ,  912.10  ,  912.10  ,  2787.00
99.00  ,  22.00  ,  100.00  ,  998.10  ,  998.10  ,  2874.00
73.00  ,  34.00  ,  45.00  ,  494.70  ,  494.70  ,  1948.00
21.00  ,  45.00  ,  97.00  ,  961.40  ,  961.40  ,  2195.00
69.00  ,  76.00  ,  38.00  ,  482.90  ,  482.90  ,  2348.00
55.00  ,  78.00  ,  95.00  ,  1002.90  ,  1002.90  ,  3004.00
27.00  ,  73.00  ,  79.00  ,  835.20  ,  835.20  ,  2379.00
23.00  ,  72.00  ,  49.00  ,  555.90  ,  555.90  ,  1898.00
48.00  ,  70.00  ,  80.00  ,  851.00  ,  851.00  ,  2606.00
87.00  ,  73.00  ,  74.00  ,  819.20  ,  819.20  ,  3029.00
52.00  ,  31.00  ,  47.00  ,  498.70  ,  498.70  ,  1685.00
78.00  ,  98.00  ,  73.00  ,  838.00  ,  838.00  ,  3232.00
82.00  ,  89.00  ,  53.00  ,  644.30  ,  644.30  ,  2883.00
70.00  ,  77.00  ,  28.00  ,  392.70  ,  392.70  ,  2233.00
72.00  ,  25.00  ,  88.00  ,  878.10  ,  878.10  ,  2421.00
48.00  ,  52.00  ,  66.00  ,  698.80  ,  698.80  ,  2176.00
55.00  ,  50.00  ,  84.00  ,  865.30  ,  865.30  ,  2486.00
44.00  ,  52.00  ,  31.00  ,  374.80  ,  374.80  ,  1638.00
44.00  ,  49.00  ,  70.00  ,  729.70  ,  729.70  ,  2145.00
50.00  ,  44.00  ,  88.00  ,  891.80  ,  891.80  ,  2404.00
38.00  ,  43.00  ,  72.00  ,  737.30  ,  737.30  ,  2023.00
80.00  ,  98.00  ,  92.00  ,  1013.80  ,  1013.80  ,  3522.00
44.00  ,  54.00  ,  76.00  ,  791.40  ,  791.40  ,  2294.00
60.00  ,  50.00  ,  75.00  ,  785.00  ,  785.00  ,  2420.00
50.00  ,  62.00  ,  88.00  ,  915.20  ,  915.20  ,  2638.00
39.00  ,  26.00  ,  83.00  ,  816.90  ,  816.90  ,  1968.00
38.00  ,  43.00  ,  60.00  ,  626.90  ,  626.90  ,  1855.00
87.00  ,  26.00  ,  69.00  ,  712.10  ,  712.10  ,  2348.00
68.00  ,  90.00  ,  41.00  ,  528.20  ,  528.20  ,  2560.00
70.00  ,  83.00  ,  60.00  ,  694.90  ,  694.90  ,  2759.00
44.00  ,  35.00  ,  23.00  ,  279.10  ,  279.10  ,  1305.00
61.00  ,  100.00  ,  48.00  ,  602.10  ,  602.10  ,  2704.00
84.00  ,  28.00  ,  60.00  ,  630.40  ,  630.40  ,  2212.00
96.00  ,  89.00  ,  90.00  ,  991.70  ,  991.70  ,  3569.00
51.00  ,  69.00  ,  75.00  ,  805.20  ,  805.20  ,  2559.00
55.00  ,  53.00  ,  20.00  ,  280.40  ,  280.40  ,  1629.00
73.00  ,  100.00  ,  76.00  ,  865.70  ,  865.70  ,  3240.00
89.00  ,  31.00  ,  92.00  ,  931.20  ,  931.20  ,  2759.00
27.00  ,  81.00  ,  68.00  ,  744.40  ,  744.40  ,  2329.00
57.00  ,  67.00  ,  45.00  ,  529.60  ,  529.60  ,  2185.00
49.00  ,  90.00  ,  29.00  ,  408.30  ,  408.30  ,  2164.00
52.00  ,  73.00  ,  67.00  ,  737.30  ,  737.30  ,  2511.00
78.00  ,  66.00  ,  97.00  ,  1017.20  ,  1017.20  ,  3152.00
81.00  ,  34.00  ,  75.00  ,  774.70  ,  774.70  ,  2464.00
100.00  ,  20.00  ,  96.00  ,  959.20  ,  959.20  ,  2804.00
65.00  ,  45.00  ,  38.00  ,  440.60  ,  440.60  ,  1897.00
42.00  ,  85.00  ,  65.00  ,  729.50  ,  729.50  ,  2519.00
29.00  ,  34.00  ,  56.00  ,  573.90  ,  573.90  ,  1574.00
75.00  ,  73.00  ,  97.00  ,  1024.80  ,  1024.80  ,  3207.00
96.00  ,  92.00  ,  56.00  ,  682.80  ,  682.80  ,  3132.00
21.00  ,  23.00  ,  67.00  ,  656.80  ,  656.80  ,  1489.00
90.00  ,  87.00  ,  61.00  ,  719.30  ,  719.30  ,  3065.00
69.00  ,  53.00  ,  43.00  ,  499.00  ,  499.00  ,  2119.00
65.00  ,  55.00  ,  93.00  ,  959.60  ,  959.60  ,  2797.00
46.00  ,  32.00  ,  48.00  ,  506.20  ,  506.20  ,  1640.00
91.00  ,  58.00  ,  73.00  ,  792.50  ,  792.50  ,  2868.00
91.00  ,  60.00  ,  43.00  ,  519.10  ,  519.10  ,  2474.00
22.00  ,  54.00  ,  63.00  ,  660.80  ,  660.80  ,  1848.00
64.00  ,  99.00  ,  40.00  ,  528.70  ,  528.70  ,  2615.00
70.00  ,  86.00  ,  29.00  ,  413.60  ,  413.60  ,  2364.00
31.00  ,  88.00  ,  28.00  ,  387.50  ,  387.50  ,  1908.00
89.00  ,  20.00  ,  71.00  ,  723.70  ,  723.70  ,  2322.00
62.00  ,  77.00  ,  49.00  ,  581.90  ,  581.90  ,  2431.00
67.00  ,  100.00  ,  26.00  ,  402.70  ,  402.70  ,  2468.00
51.00  ,  29.00  ,  36.00  ,  394.40  ,  394.40  ,  1493.00
48.00  ,  97.00  ,  35.00  ,  472.10  ,  472.10  ,  2327.00
71.00  ,  97.00  ,  29.00  ,  428.40  ,  428.40  ,  2519.00
29.00  ,  36.00  ,  92.00  ,  907.70  ,  907.70  ,  2104.00
54.00  ,  56.00  ,  73.00  ,  771.40  ,  771.40  ,  2398.00
68.00  ,  79.00  ,  48.00  ,  578.30  ,  578.30  ,  2515.00
47.00  ,  98.00  ,  87.00  ,  951.30  ,  951.30  ,  3056.00
27.00  ,  26.00  ,  81.00  ,  792.50  ,  792.50  ,  1796.00
66.00  ,  44.00  ,  31.00  ,  375.40  ,  375.40  ,  1798.00
58.00  ,  31.00  ,  98.00  ,  970.90  ,  970.90  ,  2471.00
50.00  ,  92.00  ,  48.00  ,  586.20  ,  586.20  ,  2468.00
96.00  ,  53.00  ,  49.00  ,  567.70  ,  567.70  ,  2527.00
87.00  ,  54.00  ,  97.00  ,  1006.10  ,  1006.10  ,  3104.00
71.00  ,  56.00  ,  47.00  ,  540.70  ,  540.70  ,  2238.00
92.00  ,  67.00  ,  56.00  ,  648.30  ,  648.30  ,  2759.00
74.00  ,  31.00  ,  55.00  ,  583.30  ,  583.30  ,  2061.00
25.00  ,  57.00  ,  85.00  ,  868.60  ,  868.60  ,  2231.00
26.00  ,  24.00  ,  93.00  ,  899.80  ,  899.80  ,  1926.00
26.00  ,  23.00  ,  69.00  ,  677.70  ,  677.70  ,  1577.00
49.00  ,  92.00  ,  96.00  ,  1027.30  ,  1027.30  ,  3128.00
39.00  ,  98.00  ,  69.00  ,  781.70  ,  781.70  ,  2708.00
38.00  ,  36.00  ,  82.00  ,  820.20  ,  820.20  ,  2072.00
27.00  ,  23.00  ,  51.00  ,  512.60  ,  512.60  ,  1337.00
79.00  ,  97.00  ,  47.00  ,  598.00  ,  598.00  ,  2867.00
80.00  ,  84.00  ,  50.00  ,  609.20  ,  609.20  ,  2752.00
47.00  ,  79.00  ,  27.00  ,  374.60  ,  374.60  ,  1969.00
45.00  ,  91.00  ,  88.00  ,  950.40  ,  950.40  ,  2955.00
78.00  ,  29.00  ,  91.00  ,  913.90  ,  913.90  ,  2587.00
36.00  ,  59.00  ,  85.00  ,  876.70  ,  876.70  ,  2389.00
38.00  ,  55.00  ,  43.00  ,  486.10  ,  486.10  ,  1773.00
42.00  ,  98.00  ,  81.00  ,  893.60  ,  893.60  ,  2912.00
100.00  ,  49.00  ,  26.00  ,  352.90  ,  352.90  ,  2201.00
58.00  ,  41.00  ,  76.00  ,  781.50  ,  781.50  ,  2293.00
31.00  ,  24.00  ,  49.00  ,  497.50  ,  497.50  ,  1370.00
89.00  ,  27.00  ,  33.00  ,  383.20  ,  383.20  ,  1881.00
62.00  ,  93.00  ,  42.00  ,  538.30  ,  538.30  ,  2541.00
53.00  ,  71.00  ,  76.00  ,  818.00  ,  818.00  ,  2623.00
81.00  ,  86.00  ,  89.00  ,  971.10  ,  971.10  ,  3336.00
82.00  ,  88.00  ,  86.00  ,  946.60  ,  946.60  ,  3332.00
50.00  ,  89.00  ,  75.00  ,  830.70  ,  830.70  ,  2807.00
56.00  ,  76.00  ,  56.00  ,  642.00  ,  642.00  ,  2444.00
54.00  ,  57.00  ,  75.00  ,  791.10  ,  791.10  ,  2439.00
38.00  ,  94.00  ,  78.00  ,  858.80  ,  858.80  ,  2770.00
58.00  ,  79.00  ,  74.00  ,  812.50  ,  812.50  ,  2759.00
53.00  ,  70.00  ,  83.00  ,  881.10  ,  881.10  ,  2708.00
55.00  ,  62.00  ,  58.00  ,  641.70  ,  641.70  ,  2278.00
74.00  ,  36.00  ,  64.00  ,  672.60  ,  672.60  ,  2252.00
87.00  ,  36.00  ,  33.00  ,  393.90  ,  393.90  ,  1974.00
96.00  ,  61.00  ,  64.00  ,  716.10  ,  716.10  ,  2841.00
71.00  ,  86.00  ,  86.00  ,  938.50  ,  938.50  ,  3174.00
37.00  ,  36.00  ,  57.00  ,  589.70  ,  589.70  ,  1710.00
75.00  ,  70.00  ,  31.00  ,  413.70  ,  413.70  ,  2244.00
95.00  ,  57.00  ,  75.00  ,  811.60  ,  811.60  ,  2931.00
66.00  ,  29.00  ,  89.00  ,  889.50  ,  889.50  ,  2415.00
57.00  ,  97.00  ,  41.00  ,  531.80  ,  531.80  ,  2519.00
42.00  ,  92.00  ,  90.00  ,  968.60  ,  968.60  ,  2960.00
67.00  ,  20.00  ,  83.00  ,  823.10  ,  823.10  ,  2226.00
26.00  ,  91.00  ,  70.00  ,  775.30  ,  775.30  ,  2475.00
38.00  ,  28.00  ,  41.00  ,  432.60  ,  432.60  ,  1394.00
90.00  ,  30.00  ,  30.00  ,  360.00  ,  360.00  ,  1890.00
98.00  ,  67.00  ,  50.00  ,  596.10  ,  596.10  ,  2747.00
42.00  ,  20.00  ,  53.00  ,  534.60  ,  534.60  ,  1506.00
44.00  ,  21.00  ,  41.00  ,  426.50  ,  426.50  ,  1375.00
54.00  ,  79.00  ,  53.00  ,  617.30  ,  617.30  ,  2417.00
81.00  ,  56.00  ,  22.00  ,  315.70  ,  315.70  ,  2008.00
75.00  ,  57.00  ,  33.00  ,  415.20  ,  415.20  ,  2103.00
47.00  ,  80.00  ,  28.00  ,  385.10  ,  385.10  ,  1996.00
56.00  ,  56.00  ,  94.00  ,  965.60  ,  965.60  ,  2716.00
99.00  ,  91.00  ,  88.00  ,  977.40  ,  977.40  ,  3603.00
35.00  ,  45.00  ,  91.00  ,  913.20  ,  913.20  ,  2279.00
35.00  ,  57.00  ,  65.00  ,  689.60  ,  689.60  ,  2071.00
45.00  ,  71.00  ,  50.00  ,  574.80  ,  574.80  ,  2163.00
25.00  ,  95.00  ,  65.00  ,  734.00  ,  734.00  ,  2445.00
70.00  ,  56.00  ,  90.00  ,  935.80  ,  935.80  ,  2828.00
50.00  ,  33.00  ,  54.00  ,  564.70  ,  564.70  ,  1785.00
89.00  ,  38.00  ,  93.00  ,  949.50  ,  949.50  ,  2864.00
32.00  ,  91.00  ,  96.00  ,  1017.50  ,  1017.50  ,  2911.00
98.00  ,  92.00  ,  57.00  ,  693.00  ,  693.00  ,  3170.00
92.00  ,  49.00  ,  35.00  ,  431.70  ,  431.70  ,  2231.00
29.00  ,  47.00  ,  62.00  ,  646.00  ,  646.00  ,  1827.00
43.00  ,  39.00  ,  89.00  ,  891.00  ,  891.00  ,  2269.00
85.00  ,  98.00  ,  20.00  ,  353.90  ,  353.90  ,  2574.00
44.00  ,  92.00  ,  62.00  ,  712.00  ,  712.00  ,  2592.00
61.00  ,  61.00  ,  81.00  ,  855.00  ,  855.00  ,  2659.00
59.00  ,  79.00  ,  40.00  ,  500.20  ,  500.20  ,  2295.00
87.00  ,  61.00  ,  83.00  ,  886.40  ,  886.40  ,  2999.00
43.00  ,  39.00  ,  35.00  ,  394.20  ,  394.20  ,  1513.00
64.00  ,  75.00  ,  85.00  ,  911.50  ,  911.50  ,  2933.00
52.00  ,  20.00  ,  92.00  ,  898.40  ,  898.40  ,  2172.00
21.00  ,  91.00  ,  80.00  ,  864.80  ,  864.80  ,  2555.00
28.00  ,  53.00  ,  85.00  ,  864.90  ,  864.90  ,  2215.00
22.00  ,  86.00  ,  28.00  ,  380.40  ,  380.40  ,  1774.00
53.00  ,  86.00  ,  93.00  ,  993.90  ,  993.90  ,  3056.00
99.00  ,  55.00  ,  28.00  ,  378.60  ,  378.60  ,  2295.00
62.00  ,  96.00  ,  71.00  ,  809.00  ,  809.00  ,  2986.00
32.00  ,  98.00  ,  57.00  ,  667.80  ,  667.80  ,  2456.00
81.00  ,  100.00  ,  58.00  ,  704.10  ,  704.10  ,  3084.00
90.00  ,  87.00  ,  100.00  ,  1078.10  ,  1078.10  ,  3611.00
60.00  ,  58.00  ,  76.00  ,  804.60  ,  804.60  ,  2538.00
80.00  ,  60.00  ,  98.00  ,  1019.60  ,  1019.60  ,  3112.00
77.00  ,  75.00  ,  98.00  ,  1037.60  ,  1037.60  ,  3271.00
48.00  ,  63.00  ,  71.00  ,  759.10  ,  759.10  ,  2389.00
51.00  ,  94.00  ,  77.00  ,  856.10  ,  856.10  ,  2912.00
53.00  ,  99.00  ,  65.00  ,  753.20  ,  753.20  ,  2833.00
31.00  ,  62.00  ,  72.00  ,  758.50  ,  758.50  ,  2186.00
91.00  ,  93.00  ,  26.00  ,  405.60  ,  405.60  ,  2665.00
93.00  ,  96.00  ,  33.00  ,  474.90  ,  474.90  ,  2826.00
31.00  ,  68.00  ,  26.00  ,  343.10  ,  343.10  ,  1620.00
49.00  ,  75.00  ,  41.00  ,  499.20  ,  499.20  ,  2137.00
92.00  ,  30.00  ,  60.00  ,  637.00  ,  637.00  ,  2334.00
70.00  ,  82.00  ,  93.00  ,  997.20  ,  997.20  ,  3208.00
20.00  ,  93.00  ,  74.00  ,  811.70  ,  811.70  ,  2485.00
58.00  ,  42.00  ,  47.00  ,  516.00  ,  516.00  ,  1900.00
42.00  ,  78.00  ,  80.00  ,  858.40  ,  858.40  ,  2638.00
67.00  ,  60.00  ,  49.00  ,  562.30  ,  562.30  ,  2270.00
75.00  ,  57.00  ,  70.00  ,  755.60  ,  755.60  ,  2621.00
92.00  ,  20.00  ,  45.00  ,  486.00  ,  486.00  ,  1994.00
82.00  ,  50.00  ,  58.00  ,  639.60  ,  639.60  ,  2446.00
75.00  ,  69.00  ,  88.00  ,  936.80  ,  936.80  ,  3029.00
95.00  ,  69.00  ,  43.00  ,  532.80  ,  532.80  ,  2639.00
20.00  ,  59.00  ,  36.00  ,  417.90  ,  417.90  ,  1511.00
57.00  ,  40.00  ,  82.00  ,  834.90  ,  834.90  ,  2352.00
91.00  ,  28.00  ,  72.00  ,  744.30  ,  744.30  ,  2464.00
98.00  ,  30.00  ,  73.00  ,  759.60  ,  759.60  ,  2588.00
80.00  ,  54.00  ,  32.00  ,  404.60  ,  404.60  ,  2110.00
68.00  ,  89.00  ,  21.00  ,  342.90  ,  342.90  ,  2267.00
56.00  ,  65.00  ,  37.00  ,  452.90  ,  452.90  ,  2035.00
61.00  ,  30.00  ,  46.00  ,  492.70  ,  492.70  ,  1766.00
72.00  ,  51.00  ,  64.00  ,  691.10  ,  691.10  ,  2423.00
78.00  ,  80.00  ,  64.00  ,  731.80  ,  731.80  ,  2872.00
34.00  ,  96.00  ,  89.00  ,  960.60  ,  960.60  ,  2902.00
88.00  ,  49.00  ,  73.00  ,  779.30  ,  779.30  ,  2715.00
54.00  ,  63.00  ,  42.00  ,  495.30  ,  495.30  ,  2055.00
59.00  ,  67.00  ,  27.00  ,  365.00  ,  365.00  ,  1957.00
67.00  ,  65.00  ,  36.00  ,  449.20  ,  449.20  ,  2153.00
79.00  ,  62.00  ,  75.00  ,  810.10  ,  810.10  ,  2804.00
76.00  ,  47.00  ,  46.00  ,  522.30  ,  522.30  ,  2167.00
81.00  ,  27.00  ,  68.00  ,  701.20  ,  701.20  ,  2275.00
50.00  ,  41.00  ,  77.00  ,  786.70  ,  786.70  ,  2211.00
37.00  ,  20.00  ,  38.00  ,  394.10  ,  394.10  ,  1236.00
87.00  ,  87.00  ,  54.00  ,  653.40  ,  653.40  ,  2931.00
85.00  ,  94.00  ,  53.00  ,  652.30  ,  652.30  ,  2984.00
60.00  ,  77.00  ,  57.00  ,  654.50  ,  654.50  ,  2519.00
52.00  ,  93.00  ,  36.00  ,  478.10  ,  478.10  ,  2337.00
83.00  ,  52.00  ,  65.00  ,  707.10  ,  707.10  ,  2582.00
24.00  ,  79.00  ,  26.00  ,  353.90  ,  353.90  ,  1679.00
56.00  ,  88.00  ,  91.00  ,  979.60  ,  979.60  ,  3090.00
67.00  ,  70.00  ,  88.00  ,  934.10  ,  934.10  ,  2946.00
27.00  ,  56.00  ,  97.00  ,  978.70  ,  978.70  ,  2410.00
91.00  ,  36.00  ,  58.00  ,  625.90  ,  625.90  ,  2372.00
74.00  ,  83.00  ,  64.00  ,  733.70  ,  733.70  ,  2863.00
44.00  ,  91.00  ,  37.00  ,  480.70  ,  480.70  ,  2229.00
91.00  ,  29.00  ,  72.00  ,  745.60  ,  745.60  ,  2477.00
63.00  ,  75.00  ,  25.00  ,  359.00  ,  359.00  ,  2081.00
42.00  ,  62.00  ,  91.00  ,  938.80  ,  938.80  ,  2584.00
86.00  ,  92.00  ,  71.00  ,  815.80  ,  815.80  ,  3222.00
99.00  ,  63.00  ,  47.00  ,  563.80  ,  563.80  ,  2665.00
26.00  ,  62.00  ,  60.00  ,  645.60  ,  645.60  ,  1958.00
91.00  ,  60.00  ,  79.00  ,  850.30  ,  850.30  ,  2978.00
39.00  ,  54.00  ,  73.00  ,  761.30  ,  761.30  ,  2192.00
98.00  ,  58.00  ,  70.00  ,  768.40  ,  768.40  ,  2910.00
62.00  ,  80.00  ,  64.00  ,  723.80  ,  723.80  ,  2680.00
82.00  ,  97.00  ,  79.00  ,  893.90  ,  893.90  ,  3351.00
51.00  ,  50.00  ,  79.00  ,  817.30  ,  817.30  ,  2368.00
86.00  ,  55.00  ,  70.00  ,  758.50  ,  758.50  ,  2727.00
54.00  ,  73.00  ,  40.00  ,  489.90  ,  489.90  ,  2157.00
20.00  ,  49.00  ,  68.00  ,  699.30  ,  699.30  ,  1829.00
33.00  ,  84.00  ,  100.00  ,  1045.70  ,  1045.70  ,  2888.00
79.00  ,  36.00  ,  86.00  ,  877.50  ,  877.50  ,  2620.00
83.00  ,  85.00  ,  22.00  ,  354.40  ,  354.40  ,  2409.00
44.00  ,  97.00  ,  28.00  ,  405.70  ,  405.70  ,  2181.00
44.00  ,  61.00  ,  53.00  ,  588.90  ,  588.90  ,  2063.00
54.00  ,  47.00  ,  84.00  ,  860.90  ,  860.90  ,  2435.00
31.00  ,  70.00  ,  73.00  ,  778.10  ,  778.10  ,  2304.00
40.00  ,  78.00  ,  46.00  ,  544.60  ,  544.60  ,  2138.00
53.00  ,  30.00  ,  77.00  ,  773.90  ,  773.90  ,  2104.00
39.00  ,  34.00  ,  49.00  ,  514.50  ,  514.50  ,  1596.00
39.00  ,  74.00  ,  37.00  ,  456.10  ,  456.10  ,  1948.00
39.00  ,  91.00  ,  69.00  ,  772.60  ,  772.60  ,  2617.00
96.00  ,  48.00  ,  48.00  ,  552.00  ,  552.00  ,  2448.00
95.00  ,  79.00  ,  74.00  ,  831.00  ,  831.00  ,  3203.00
25.00  ,  64.00  ,  48.00  ,  537.30  ,  537.30  ,  1804.00
71.00  ,  58.00  ,  82.00  ,  865.30  ,  865.30  ,  2754.00
78.00  ,  78.00  ,  74.00  ,  821.20  ,  821.20  ,  2986.00
76.00  ,  20.00  ,  46.00  ,  487.20  ,  487.20  ,  1816.00
54.00  ,  50.00  ,  70.00  ,  736.00  ,  736.00  ,  2278.00
37.00  ,  60.00  ,  43.00  ,  492.10  ,  492.10  ,  1826.00
81.00  ,  50.00  ,  29.00  ,  372.30  ,  372.30  ,  2028.00
53.00  ,  60.00  ,  35.00  ,  426.50  ,  426.50  ,  1906.00
43.00  ,  53.00  ,  45.00  ,  504.40  ,  504.40  ,  1835.00
100.00  ,  74.00  ,  85.00  ,  928.20  ,  928.20  ,  3352.00
76.00  ,  36.00  ,  30.00  ,  360.80  ,  360.80  ,  1800.00
78.00  ,  89.00  ,  32.00  ,  449.10  ,  449.10  ,  2541.00
78.00  ,  86.00  ,  83.00  ,  914.40  ,  914.40  ,  3216.00
77.00  ,  42.00  ,  90.00  ,  921.10  ,  921.10  ,  2730.00
26.00  ,  98.00  ,  25.00  ,  370.40  ,  370.40  ,  1936.00
51.00  ,  72.00  ,  82.00  ,  873.50  ,  873.50  ,  2696.00
93.00  ,  63.00  ,  94.00  ,  993.20  ,  993.20  ,  3251.00
60.00  ,  71.00  ,  59.00  ,  665.10  ,  665.10  ,  2469.00
26.00  ,  27.00  ,  31.00  ,  333.30  ,  333.30  ,  1097.00
35.00  ,  56.00  ,  20.00  ,  274.30  ,  274.30  ,  1428.00
20.00  ,  64.00  ,  35.00  ,  415.20  ,  415.20  ,  1562.00
71.00  ,  83.00  ,  79.00  ,  870.20  ,  870.20  ,  3037.00
45.00  ,  83.00  ,  41.00  ,  507.60  ,  507.60  ,  2193.00
29.00  ,  74.00  ,  32.00  ,  405.10  ,  405.10  ,  1758.00
86.00  ,  60.00  ,  72.00  ,  783.40  ,  783.40  ,  2820.00
94.00  ,  46.00  ,  76.00  ,  806.00  ,  806.00  ,  2790.00
59.00  ,  59.00  ,  37.00  ,  446.60  ,  446.60  ,  1993.00
31.00  ,  55.00  ,  74.00  ,  767.80  ,  767.80  ,  2123.00
37.00  ,  60.00  ,  41.00  ,  473.70  ,  473.70  ,  1798.00
77.00  ,  49.00  ,  71.00  ,  755.40  ,  755.40  ,  2555.00
42.00  ,  73.00  ,  77.00  ,  824.30  ,  824.30  ,  2531.00
32.00  ,  100.00  ,  95.00  ,  1020.00  ,  1020.00  ,  3014.00
80.00  ,  59.00  ,  45.00  ,  530.70  ,  530.70  ,  2357.00
67.00  ,  40.00  ,  79.00  ,  812.30  ,  812.30  ,  2430.00
63.00  ,  64.00  ,  95.00  ,  988.70  ,  988.70  ,  2918.00
25.00  ,  96.00  ,  48.00  ,  578.90  ,  578.90  ,  2220.00
64.00  ,  55.00  ,  41.00  ,  480.70  ,  480.70  ,  2057.00
26.00  ,  85.00  ,  89.00  ,  942.30  ,  942.30  ,  2663.00
57.00  ,  67.00  ,  75.00  ,  805.60  ,  805.60  ,  2605.00
94.00  ,  27.00  ,  80.00  ,  818.10  ,  818.10  ,  2599.00
59.00  ,  34.00  ,  25.00  ,  303.70  ,  303.70  ,  1500.00
97.00  ,  47.00  ,  63.00  ,  689.20  ,  689.20  ,  2657.00
63.00  ,  37.00  ,  99.00  ,  990.40  ,  990.40  ,  2623.00
65.00  ,  100.00  ,  53.00  ,  650.10  ,  650.10  ,  2822.00
88.00  ,  56.00  ,  96.00  ,  1000.00  ,  1000.00  ,  3128.00
31.00  ,  38.00  ,  24.00  ,  285.70  ,  285.70  ,  1202.00
43.00  ,  24.00  ,  43.00  ,  448.30  ,  448.30  ,  1430.00
37.00  ,  29.00  ,  89.00  ,  875.00  ,  875.00  ,  2067.00
50.00  ,  68.00  ,  79.00  ,  840.20  ,  840.20  ,  2590.00
37.00  ,  88.00  ,  64.00  ,  721.70  ,  721.70  ,  2484.00
35.00  ,  33.00  ,  53.00  ,  548.00  ,  548.00  ,  1591.00
75.00  ,  86.00  ,  85.00  ,  931.30  ,  931.30  ,  3208.00
87.00  ,  35.00  ,  89.00  ,  907.80  ,  907.80  ,  2745.00
62.00  ,  33.00  ,  67.00  ,  690.30  ,  690.30  ,  2111.00
97.00  ,  80.00  ,  30.00  ,  428.50  ,  428.50  ,  2624.00
33.00  ,  40.00  ,  56.00  ,  583.70  ,  583.70  ,  1700.00
78.00  ,  86.00  ,  53.00  ,  638.40  ,  638.40  ,  2796.00
87.00  ,  52.00  ,  78.00  ,  828.70  ,  828.70  ,  2812.00
71.00  ,  53.00  ,  81.00  ,  849.60  ,  849.60  ,  2675.00
32.00  ,  28.00  ,  80.00  ,  788.40  ,  788.40  ,  1868.00
87.00  ,  84.00  ,  59.00  ,  695.50  ,  695.50  ,  2962.00
67.00  ,  83.00  ,  49.00  ,  592.20  ,  592.20  ,  2569.00
75.00  ,  20.00  ,  80.00  ,  799.50  ,  799.50  ,  2280.00
84.00  ,  37.00  ,  68.00  ,  715.70  ,  715.70  ,  2441.00
28.00  ,  88.00  ,  44.00  ,  533.20  ,  533.20  ,  2096.00
22.00  ,  68.00  ,  33.00  ,  403.00  ,  403.00  ,  1610.00
53.00  ,  31.00  ,  44.00  ,  471.60  ,  471.60  ,  1655.00
31.00  ,  40.00  ,  74.00  ,  748.30  ,  748.30  ,  1928.00
89.00  ,  89.00  ,  39.00  ,  519.00  ,  519.00  ,  2771.00
94.00  ,  67.00  ,  78.00  ,  851.70  ,  851.70  ,  3091.00
24.00  ,  49.00  ,  46.00  ,  498.90  ,  498.90  ,  1569.00
79.00  ,  70.00  ,  20.00  ,  314.50  ,  314.50  ,  2138.00
64.00  ,  71.00  ,  29.00  ,  391.10  ,  391.10  ,  2097.00
94.00  ,  91.00  ,  72.00  ,  827.70  ,  827.70  ,  3319.00
62.00  ,  83.00  ,  56.00  ,  654.10  ,  654.10  ,  2607.00
98.00  ,  64.00  ,  64.00  ,  721.00  ,  721.00  ,  2904.00
35.00  ,  33.00  ,  37.00  ,  400.80  ,  400.80  ,  1367.00
94.00  ,  37.00  ,  85.00  ,  877.10  ,  877.10  ,  2799.00
80.00  ,  68.00  ,  98.00  ,  1030.00  ,  1030.00  ,  3216.00
82.00  ,  37.00  ,  89.00  ,  907.90  ,  907.90  ,  2711.00
73.00  ,  92.00  ,  65.00  ,  754.10  ,  754.10  ,  2982.00
79.00  ,  21.00  ,  41.00  ,  444.00  ,  444.00  ,  1795.00
88.00  ,  29.00  ,  30.00  ,  357.70  ,  357.70  ,  1853.00
74.00  ,  98.00  ,  53.00  ,  652.00  ,  652.00  ,  2904.00
39.00  ,  96.00  ,  55.00  ,  650.30  ,  650.30  ,  2486.00
48.00  ,  95.00  ,  44.00  ,  552.30  ,  552.30  ,  2427.00
41.00  ,  79.00  ,  33.00  ,  426.80  ,  426.80  ,  1981.00
76.00  ,  80.00  ,  89.00  ,  960.80  ,  960.80  ,  3198.00
93.00  ,  97.00  ,  83.00  ,  936.20  ,  936.20  ,  3539.00
61.00  ,  27.00  ,  66.00  ,  672.80  ,  672.80  ,  2007.00
78.00  ,  79.00  ,  48.00  ,  583.30  ,  583.30  ,  2635.00
60.00  ,  52.00  ,  66.00  ,  704.80  ,  704.80  ,  2320.00
34.00  ,  94.00  ,  42.00  ,  525.60  ,  525.60  ,  2218.00
65.00  ,  31.00  ,  53.00  ,  560.40  ,  560.40  ,  1925.00
36.00  ,  72.00  ,  28.00  ,  369.20  ,  369.20  ,  1760.00
